age,starttime,gender,hhi,education,ideo5,newsint,corona1,stimulus_check,amount,employ,pres_2020,pres_2020lean,dfp_public_figure_ap_1,dfp_public_figure_ap_2,dfp_public_figure_ap_3,dfp_public_figure_ap_4,dfp_public_figure_ap_5,dfp_public_figure_ap_6,dfp_public_figure_ap_7,dfp_public_figure_ap_8,dfp_public_figure_ap_9,dfp_public_figure_ap_10
62,4/21/2020 12:12,Male,5,2,Moderate,Only now and then,Very worried,Yes,2400,Permanently disabled,Donald Trump (Republican),,Somewhat approve,Not sure,Strongly disapprove,Not sure,Not sure,Strongly disapprove,Not sure,Somewhat disapprove,Not sure,Somewhat approve
66,4/21/2020 12:23,Female,16,5,Moderate,Most of the time,Not too worried,Yes,2400,Retired,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly approve,Somewhat disapprove,Strongly approve,Strongly approve
70,4/21/2020 12:17,Female,13,6,Conservative,Most of the time,Somewhat worried,Yes,2400,Retired,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Not sure,Somewhat approve,Somewhat approve,Not sure,Strongly approve,Somewhat approve
19,4/21/2020 12:26,Male,24,2,Liberal,Most of the time,Not too worried,No,,Student,Donald Trump (Republican),,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Not sure,Strongly disapprove,Somewhat disapprove
47,4/21/2020 12:32,Male,21,7,Very liberal,Most of the time,Very worried,Yes,1900,Full-time,Donald Trump (Republican),,Strongly approve,Strongly approve,Somewhat approve,Strongly approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve
25,4/21/2020 12:25,Male,11,6,Moderate,Some of the time,Somewhat worried,No,,Full-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly approve,Somewhat disapprove,Somewhat disapprove
69,4/21/2020 12:26,Male,9,5,Moderate,Most of the time,Not too worried,Yes,2400,Retired,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly approve
62,4/21/2020 12:17,Female,6,2,Not sure,Only now and then,Somewhat worried,Yes,1200,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly approve,Somewhat approve
24,4/21/2020 12:29,Male,5,6,Very conservative,Most of the time,Not worried at all,No,,Student,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Strongly approve
39,4/21/2020 11:58,Male,23,7,Conservative,Most of the time,Very worried,Yes,2400,Full-time,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve
47,4/21/2020 12:19,Female,10,3,Liberal,Most of the time,Very worried,No,,Homemaker,Joe Biden (Democrat),,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Strongly approve,Strongly approve,Somewhat disapprove,Strongly approve,Strongly disapprove,Strongly approve
20,4/21/2020 12:21,Male,18,6,Conservative,Some of the time,Not worried at all,Yes,1200,Full-time,Joe Biden (Democrat),,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Strongly approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve
60,4/21/2020 12:17,Female,5,5,Moderate,Some of the time,Very worried,No,,Permanently disabled,Joe Biden (Democrat),,Strongly disapprove,Not sure,Not sure,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat approve,Strongly approve,Strongly disapprove,Strongly approve
47,4/21/2020 12:28,Female,3,6,Liberal,Most of the time,Very worried,Yes,1700,Unemployed,A different candidate,,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Strongly approve,Not sure,Somewhat disapprove,Somewhat approve
58,4/21/2020 11:58,Male,1,6,Conservative,Some of the time,Very worried,No,,Part-time,Joe Biden (Democrat),,Somewhat disapprove,Not sure,Strongly approve,Not sure,Not sure,Somewhat approve,Not sure,Strongly approve,Somewhat approve,Strongly approve
47,4/21/2020 12:23,Male,14,6,Conservative,Some of the time,Somewhat worried,No,,Full-time,Joe Biden (Democrat),,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Strongly approve,Somewhat approve,Strongly approve,Strongly disapprove,Strongly approve
41,4/21/2020 12:23,Female,20,6,Very conservative,Most of the time,Somewhat worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Strongly approve,Somewhat disapprove,Somewhat approve,Strongly approve,Somewhat disapprove
53,4/21/2020 12:22,Male,1,4,Not sure,Most of the time,Somewhat worried,No,,Permanently disabled,Joe Biden (Democrat),,Strongly disapprove,Not sure,Strongly approve,Not sure,Not sure,Not sure,Not sure,Strongly approve,Strongly disapprove,Somewhat approve
65,4/21/2020 12:31,Male,19,5,Very liberal,Most of the time,Very worried,Yes,2400,Retired,Joe Biden (Democrat),,Strongly disapprove,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve
58,4/21/2020 12:26,Female,15,7,Conservative,Most of the time,Somewhat worried,Yes,2400,Full-time,Donald Trump (Republican),,Somewhat approve,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve
61,4/21/2020 12:29,Male,6,2,Moderate,Some of the time,Somewhat worried,No,,Retired,Joe Biden (Democrat),,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve
46,4/21/2020 12:25,Female,8,4,Liberal,Most of the time,Very worried,No,,Homemaker,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve
47,4/21/2020 12:30,Female,11,4,Not sure,Hardly at all,Not too worried,No,,Other,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Not sure,Not sure,Strongly disapprove,Not sure,Strongly disapprove,Not sure,Somewhat disapprove
67,4/21/2020 12:30,Female,13,6,Very conservative,Most of the time,Not worried at all,No,,Homemaker,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove
67,4/21/2020 12:27,Male,18,2,Conservative,Some of the time,Not too worried,Yes,1200,Part-time,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve
62,4/21/2020 12:27,Male,5,6,Very conservative,Most of the time,Not too worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Not sure
69,4/21/2020 12:24,Female,9,6,Conservative,Some of the time,Somewhat worried,Yes,1200,Retired,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Strongly approve,Somewhat approve
56,4/21/2020 12:21,Male,1,2,Very conservative,Most of the time,Somewhat worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Not sure,Somewhat approve,Somewhat approve,Not sure,Strongly approve,Not sure,Not sure,Strongly disapprove,Somewhat approve
32,4/21/2020 12:23,Male,5,7,Moderate,Only now and then,Somewhat worried,No,,Full-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Not sure,Somewhat approve,Strongly disapprove,Somewhat approve
59,4/21/2020 12:22,Male,5,5,Conservative,Most of the time,Somewhat worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove
51,4/21/2020 12:09,Female,6,2,Very conservative,Only now and then,Not too worried,Yes,1200,Part-time,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Not sure
63,4/21/2020 12:30,Female,16,6,Conservative,Most of the time,Somewhat worried,No,,Temporarily laid off,Joe Biden (Democrat),,Somewhat disapprove,Not sure,Somewhat disapprove,Not sure,Not sure,Strongly approve,Not sure,Not sure,Somewhat disapprove,Somewhat approve
68,4/21/2020 12:31,Male,19,7,Liberal,Most of the time,Very worried,No,,Part-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve
56,4/21/2020 12:33,Male,9,7,Conservative,Most of the time,Not too worried,Yes,2400,Full-time,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve
86,4/21/2020 12:25,Male,8,4,Very conservative,Most of the time,Somewhat worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove
64,4/21/2020 12:21,Male,9,6,Very liberal,Most of the time,Somewhat worried,Yes,1200,Temporarily laid off,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly disapprove,Somewhat approve
70,4/21/2020 12:24,Female,9,6,Liberal,Most of the time,Somewhat worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve
72,4/21/2020 12:26,Male,4,6,Conservative,Most of the time,Very worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve
67,4/21/2020 12:12,Female,10,4,Moderate,Some of the time,Very worried,No,,Retired,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve
64,4/21/2020 12:22,Female,16,5,Moderate,Some of the time,Not too worried,Yes,2400,Full-time,Donald Trump (Republican),,Somewhat approve,Not sure,Strongly disapprove,Somewhat disapprove,Not sure,Strongly approve,Somewhat disapprove,Not sure,Somewhat approve,Somewhat approve
49,4/21/2020 12:19,Male,3,8,Very conservative,Most of the time,Not too worried,Yes,1200,Retired,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve,Strongly disapprove,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve
41,4/21/2020 11:47,Female,20,6,Liberal,Most of the time,Not too worried,No,,Unemployed,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Not sure,Not sure,Strongly approve,Not sure,Not sure,Strongly approve,Somewhat approve
80,4/21/2020 12:24,Male,5,6,Moderate,Most of the time,Somewhat worried,Yes,1200,Retired,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Somewhat disapprove,Somewhat approve
35,4/21/2020 12:34,Female,21,6,Conservative,Most of the time,Very worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve
70,4/21/2020 12:28,Female,9,5,Very conservative,Most of the time,Somewhat worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly approve,Somewhat approve
73,4/21/2020 12:25,Male,1,7,Liberal,Some of the time,Somewhat worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Not sure,Not sure,Strongly disapprove,Not sure,Strongly approve,Not sure,Somewhat approve,Strongly disapprove,Strongly approve
48,4/21/2020 12:29,Female,13,7,Moderate,Only now and then,Somewhat worried,Yes,500,Full-time,Would not vote,,Strongly disapprove,Not sure,Somewhat approve,Somewhat disapprove,Not sure,Strongly approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve
29,4/21/2020 11:58,Male,13,6,Liberal,Most of the time,Not worried at all,Yes,950,Full-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove
58,4/21/2020 12:28,Male,8,6,Moderate,Some of the time,Not too worried,Yes,1200,Other,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Not sure,Strongly disapprove,Not sure,Strongly approve,Somewhat approve,Not sure,Strongly disapprove,Somewhat disapprove
59,4/21/2020 12:28,Male,15,6,Conservative,Most of the time,Somewhat worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly approve,Somewhat disapprove
67,4/21/2020 12:30,Male,1,6,Moderate,Some of the time,Very worried,Yes,2400,Retired,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Not sure,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve
60,4/21/2020 12:16,Female,18,4,Liberal,Most of the time,Somewhat worried,Yes,1200,Full-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Somewhat disapprove,Strongly approve
59,4/21/2020 12:27,Male,6,4,Liberal,Most of the time,Very worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Somewhat disapprove,Strongly approve
59,4/21/2020 12:28,Female,7,2,Liberal,Hardly at all,Not worried at all,No,,Homemaker,A different candidate,,Somewhat disapprove,Not sure,Strongly disapprove,Not sure,Not sure,Somewhat approve,Somewhat approve,Not sure,Not sure,Strongly approve
19,4/21/2020 12:32,Male,1,2,Conservative,Some of the time,Not too worried,No,,Student,Donald Trump (Republican),,Strongly approve,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove
66,4/21/2020 12:31,Female,19,6,Very conservative,Most of the time,Not too worried,Yes,1200,Retired,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve
48,4/21/2020 12:13,Male,1,2,Very liberal,Some of the time,Very worried,Not sure,,Unemployed,Joe Biden (Democrat),,Strongly disapprove,Not sure,Somewhat approve,Not sure,Not sure,Not sure,Not sure,Strongly approve,Not sure,Somewhat approve
31,4/21/2020 12:11,Male,5,4,Moderate,Only now and then,Not too worried,No,,Student,Donald Trump (Republican),,Strongly approve,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve,Somewhat approve
